선사코드,선사명,접안시간,출항시간,체류시간,체류시간_day,체류시간_time,체류시간_totalTime(시간),상태
HAS,NOVA JST1,2016-06-28 7:00,2016-06-28 12:00,0 days 05:00:00,0,5,5,DEPARTED
APL,APL SINGAPORE,2016-06-28 12:20,2016-06-28 22:00,0 days 09:40:00,0,9,9,DEPARTED
MAE,MAERSK SAVANNAH,2016-06-28 20:45,2016-06-29 8:01,0 days 11:16:00,0,11,11,DEPARTED
SKR,HAN PO,2016-06-28 21:50,2016-06-29 0:30,0 days 02:40:00,0,2,2,DEPARTED
APL,COLOMBO SKX,2016-06-29 4:00,2016-06-29 12:00,0 days 08:00:00,0,8,8,DEPARTED
BLA,HYUNDAI PLATINUM,2016-06-29 4:30,2016-06-30 2:00,0 days 21:30:00,0,21,21,DEPARTED
OOL,OOCL UTAH,2016-06-29 10:10,2016-06-30 4:00,0 days 17:50:00,0,17,17,DEPARTED
SKR,SINOKOR ULSAN,2016-06-29 12:00,2016-06-29 15:00,0 days 03:00:00,0,3,3,DEPARTED
CKL,SKY DUKE,2016-06-30 3:15,2016-06-30 9:00,0 days 05:45:00,0,5,5,DEPARTED
HJS,HANJIN LOS,2016-06-30 4:00,2016-07-01 4:00,1 days 00:00:00,1,0,24,DEPARTED
SKR,SINOKOR INCHEON,2016-06-30 10:00,2016-06-30 12:00,0 days 02:00:00,0,2,2,DEPARTED
APL,APL KOREA,2016-06-30 12:10,2016-07-01 0:00,0 days 11:50:00,0,11,11,DEPARTED
HMM,HYUNDAI TOKYO,2016-06-30 14:00,2016-07-01 4:00,0 days 14:00:00,0,14,14,DEPARTED
SKR,HAN SE,2016-06-30 23:20,2016-07-01 2:00,0 days 02:40:00,0,2,2,DEPARTED
HAS,NOVA JST1,2016-07-01 1:20,2016-07-01 3:00,0 days 01:40:00,0,1,1,DEPARTED
MOL,CAPE MAGNUS,2016-07-01 8:00,2016-07-01 18:00,0 days 10:00:00,0,10,10,DEPARTED
NYK,NYK DIANA,2016-07-01 10:10,2016-07-01 20:00,0 days 09:50:00,0,9,9,DEPARTED
HLC,HYUNDAI SPLENDOR,2016-07-01 18:05,2016-07-02 12:00,0 days 17:55:00,0,17,17,DEPARTED
APL,FESCO VOYAGER,2016-07-01 22:05,2016-07-02 12:00,0 days 13:55:00,0,13,13,DEPARTED
APL,COLOMBO SKX,2016-07-02 0:00,2016-07-02 12:00,0 days 12:00:00,0,12,12,DEPARTED
BLA,KATRIN S,2016-07-02 8:00,2016-07-02 20:00,0 days 12:00:00,0,12,12,DEPARTED
MOL,MOL PACE,2016-07-02 15:30,2016-07-03 10:00,0 days 18:30:00,0,18,18,DEPARTED
HJS,HANJIN FLORIDA,2016-07-02 16:20,2016-07-03 4:00,0 days 11:40:00,0,11,11,DEPARTED
SKR,SINOKOR TIANJIN,2016-07-02 21:05,2016-07-03 4:00,0 days 06:55:00,0,6,6,DEPARTED
SKR,SINOKOR ULSAN,2016-07-02 23:20,2016-07-03 4:00,0 days 04:40:00,0,4,4,DEPARTED
SKR,HAN PO,2016-07-03 5:50,2016-07-03 12:00,0 days 06:10:00,0,6,6,DEPARTED
APL,APL GWANGYANG,2016-07-03 6:20,2016-07-03 18:00,0 days 11:40:00,0,11,11,DEPARTED
APL,APL DETROIT,2016-07-03 14:37,2016-07-04 4:00,0 days 13:23:00,0,13,13,DEPARTED
OOL,HERMA P,2016-07-03 22:10,2016-07-04 6:00,0 days 07:50:00,0,7,7,DEPARTED
MAE,CHASTINE MAERSK,2016-07-04 0:35,2016-07-04 22:00,0 days 21:25:00,0,21,21,DEPARTED
HLC,VIENNA EXPRESS,2016-07-04 6:15,2016-07-05 0:00,0 days 17:45:00,0,17,17,DEPARTED
SKR,KHARIS VENUS,2016-07-05 0:20,2016-07-05 3:00,0 days 02:40:00,0,2,2,DEPARTED
MAE,MAJESTIC ,2016-07-05 1:00,2016-07-05 22:00,0 days 21:00:00,0,21,21,DEPARTED
HAS,NOVA JST1,2016-07-05 10:00,2016-07-05 13:00,0 days 03:00:00,0,3,3,DEPARTED
OOL,OOCL LONG,2016-07-05 13:50,2016-07-06 8:00,0 days 18:10:00,0,18,18,DEPARTED
APL,APL THAILAND,2016-07-05 20:20,2016-07-06 10:00,0 days 13:40:00,0,13,13,DEPARTED
NYK,NYK LEO,2016-07-06 0:40,2016-07-07 12:00,1 days 11:20:00,1,11,35,DEPARTED
APL,APL GUAM,2016-07-06 10:00,2016-07-07 0:00,0 days 14:00:00,0,14,14,DEPARTED
APL,COLOMBO SKX,2016-07-06 10:00,2016-07-06 16:00,0 days 06:00:00,0,6,6,DEPARTED
MOL,MSC STELLA,2016-07-06 12:00,2016-07-07 0:00,0 days 12:00:00,0,12,12,DEPARTED
SKR,SINOKOR ULSAN,2016-07-06 13:00,2016-07-06 18:00,0 days 05:00:00,0,5,5,DEPARTED
MAE,MAERSK SALALAH,2016-07-06 22:40,2016-07-07 12:54,0 days 14:14:00,0,14,14,DEPARTED
SKR,SINOKOR INCHEON,2016-07-07 6:30,2016-07-07 8:00,0 days 01:30:00,0,1,1,DEPARTED
CKL,SKY DUKE,2016-07-07 7:20,2016-07-07 11:00,0 days 03:40:00,0,3,3,DEPARTED
BLA,HYUNDAI PLATINUM,2016-07-07 14:35,2016-07-08 8:00,0 days 17:25:00,0,17,17,DEPARTED
NYK,KAETHE C.RICKMERS,2016-07-07 17:30,2016-07-08 8:00,0 days 14:30:00,0,14,14,DEPARTED
MOL,HERMANN WULFF,2016-07-07 17:40,2016-07-08 6:00,0 days 12:20:00,0,12,12,DEPARTED
SKR,HAN SE,2016-07-07 21:20,2016-07-08 2:00,0 days 04:40:00,0,4,4,DEPARTED
DJS,DONGJIN TOKUYAMA,2016-07-08 7:40,2016-07-08 10:00,0 days 02:20:00,0,2,2,DEPARTED
APL,APL SINGAPORE,2016-07-08 8:10,2016-07-08 22:00,0 days 13:50:00,0,13,13,DEPARTED
HMM,HYUNDAI LONG,2016-07-08 10:30,2016-07-09 2:00,0 days 15:30:00,0,15,15,DEPARTED
NYK,E.R. CANADA,2016-07-08 10:33,2016-07-09 6:00,0 days 19:27:00,0,19,19,DEPARTED
APL,COLOMBO SKX,2016-07-08 22:00,2016-07-09 8:00,0 days 10:00:00,0,10,10,DEPARTED
APL,ASIATIC DAWN,2016-07-09 0:00,2016-07-09 10:00,0 days 10:00:00,0,10,10,DEPARTED
MAE,CHARLOTTE MAERSK,2016-07-09 4:43,2016-07-10 4:07,0 days 23:24:00,0,23,23,DEPARTED
MAE,MAERSK SEBAROK,2016-07-09 7:54,2016-07-09 18:10,0 days 10:16:00,0,10,10,DEPARTED
NYK,NYK METEOR,2016-07-09 12:20,2016-07-10 8:00,0 days 19:40:00,0,19,19,DEPARTED
BLA,KATRIN S,2016-07-09 20:15,2016-07-10 10:00,0 days 13:45:00,0,13,13,DEPARTED
SKR,SINOKOR AKITA,2016-07-10 5:25,2016-07-10 10:30,0 days 05:05:00,0,5,5,DEPARTED
SKR,SINOKOR ULSAN,2016-07-10 5:50,2016-07-10 10:00,0 days 04:10:00,0,4,4,DEPARTED
ZIM,ZIM DJIBOUTI,2016-07-10 10:10,2016-07-10 22:00,0 days 11:50:00,0,11,11,DEPARTED
SKR,HAN SE,2016-07-10 11:10,2016-07-10 14:00,0 days 02:50:00,0,2,2,DEPARTED
OOL,OOCL LONDON,2016-07-10 18:20,2016-07-11 18:00,0 days 23:40:00,0,23,23,DEPARTED
APL,APL SANTIAGO,2016-07-10 22:00,2016-07-11 14:00,0 days 16:00:00,0,16,16,DEPARTED
MOL,MOL HOPE,2016-07-11 2:10,2016-07-11 14:00,0 days 11:50:00,0,11,11,DEPARTED
SKR,SINOKOR INCHEON,2016-07-11 8:00,2016-07-11 10:00,0 days 02:00:00,0,2,2,DEPARTED
MAE,MAERSK STEPNICA,2016-07-11 16:21,2016-07-12 1:58,0 days 09:37:00,0,9,9,DEPARTED
HLC,HANOVER EXPRESS,2016-07-11 22:10,2016-07-12 14:00,0 days 15:50:00,0,15,15,DEPARTED
SKR,KHARIS VENUS,2016-07-11 23:53,2016-07-12 3:00,0 days 03:07:00,0,3,3,DEPARTED
HAS,NOVA JST1,2016-07-12 3:10,2016-07-12 6:00,0 days 02:50:00,0,2,2,DEPARTED
MAE,MAREN MAERSK,2016-07-12 7:10,2016-07-12 20:00,0 days 12:50:00,0,12,12,DEPARTED
NYK,NYK LYNX,2016-07-12 8:21,2016-07-13 10:00,1 days 01:39:00,1,1,25,DEPARTED
APL,APL PHILIPPINES,2016-07-12 16:30,2016-07-13 4:00,0 days 11:30:00,0,11,11,DEPARTED
MSC,MSC MAYA,2016-07-12 22:45,2016-07-13 16:00,0 days 17:15:00,0,17,17,DEPARTED
APL,COLOMBO SKX,2016-07-13 6:00,2016-07-13 14:00,0 days 08:00:00,0,8,8,DEPARTED
SKR,SINOKOR ULSAN,2016-07-13 12:20,2016-07-13 16:00,0 days 03:40:00,0,3,3,DEPARTED
BLA,HYUNDAI PLATINUM,2016-07-13 14:20,2016-07-14 21:00,1 days 06:40:00,1,6,30,DEPARTED
COH,QI YUN,2016-07-14 4:05,2016-07-14 12:00,0 days 07:55:00,0,7,7,DEPARTED
CKL,SKY DUKE,2016-07-14 5:45,2016-07-14 12:00,0 days 06:15:00,0,6,6,DEPARTED
APL,APL THAILAND,2016-07-14 12:10,2016-07-15 0:00,0 days 11:50:00,0,11,11,DEPARTED
HMM,HYUNDAI BUSAN,2016-07-14 14:10,2016-07-15 6:00,0 days 15:50:00,0,15,15,DEPARTED
MAE,MAERSK SENANG,2016-07-14 22:30,2016-07-15 7:58,0 days 09:28:00,0,9,9,DEPARTED
APL,APL SPAIN,2016-07-15 2:10,2016-07-15 18:00,0 days 15:50:00,0,15,15,DEPARTED
SKR,HAN SE,2016-07-15 5:00,2016-07-15 8:00,0 days 03:00:00,0,3,3,DEPARTED
DJS,DONGJIN TOKUYAMA,2016-07-15 7:00,2016-07-15 10:00,0 days 03:00:00,0,3,3,DEPARTED
BLA,KATRIN S,2016-07-15 10:00,2016-07-15 22:00,0 days 12:00:00,0,12,12,DEPARTED
HAS,NOVA JST1,2016-07-15 11:30,2016-07-15 14:00,0 days 02:30:00,0,2,2,DEPARTED
SKR,SINOKOR INCHEON,2016-07-15 13:00,2016-07-15 16:00,0 days 03:00:00,0,3,3,DEPARTED
MOL,MOL SPARKLE,2016-07-15 18:00,2016-07-16 6:00,0 days 12:00:00,0,12,12,DEPARTED
APL,COLOMBO SKX,2016-07-15 22:00,2016-07-16 6:00,0 days 08:00:00,0,8,8,DEPARTED
MAE,CAROLINE MAERSK,2016-07-16 0:30,2016-07-16 18:00,0 days 17:30:00,0,17,17,DEPARTED
NYK,NYK RUMINA,2016-07-16 2:00,2016-07-16 16:00,0 days 14:00:00,0,14,14,DEPARTED
OOL,OOCL LUXEMBOURG,2016-07-16 12:20,2016-07-17 8:00,0 days 19:40:00,0,19,19,DEPARTED
APL,ASIATIC ECLIPSE,2016-07-16 18:00,2016-07-17 2:00,0 days 08:00:00,0,8,8,DEPARTED
SKR,SINOKOR ULSAN,2016-07-16 23:05,2016-07-17 3:00,0 days 03:55:00,0,3,3,DEPARTED
SKR,SINOKOR TIANJIN,2016-07-17 0:01,2016-07-17 4:00,0 days 03:59:00,0,3,3,DEPARTED
HLC,BUDAPEST EXPRESS,2016-07-17 14:10,2016-07-18 6:00,0 days 15:50:00,0,15,15,DEPARTED
APL,APL CHARLESTON,2016-07-17 22:00,2016-07-18 10:00,0 days 12:00:00,0,12,12,DEPARTED
MOL,SIMA SADAF,2016-07-18 0:01,2016-07-18 10:00,0 days 09:59:00,0,9,9,DEPARTED
SKR,HAN SE,2016-07-18 7:00,2016-07-18 14:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL LE,2016-07-18 8:00,2016-07-18 20:00,0 days 12:00:00,0,12,12,DEPARTED
SKR,KHARIS VENUS,2016-07-18 18:20,2016-07-19 4:00,0 days 09:40:00,0,9,9,DEPARTED
MAE,CONTI ANNAPURNA,2016-07-19 4:12,2016-07-19 12:18,0 days 08:06:00,0,8,8,DEPARTED
APL,APL CHINA,2016-07-19 8:20,2016-07-19 20:00,0 days 11:40:00,0,11,11,DEPARTED
HAS,NOVA JST1,2016-07-19 10:00,2016-07-19 12:00,0 days 02:00:00,0,2,2,DEPARTED
APL,APL GUAM,2016-07-19 14:00,2016-07-20 14:00,1 days 00:00:00,1,0,24,DEPARTED
NYK,NYK REMUS,2016-07-19 14:20,2016-07-20 4:00,0 days 13:40:00,0,13,13,DEPARTED
NYK,NYK LYRA,2016-07-19 14:20,2016-07-20 14:00,0 days 23:40:00,0,23,23,DEPARTED
APL,COLOMBO SKX,2016-07-20 4:10,2016-07-20 10:00,0 days 05:50:00,0,5,5,DEPARTED
BLA,HYUNDAI PLATINUM,2016-07-20 12:10,2016-07-21 4:00,0 days 15:50:00,0,15,15,DEPARTED
SKR,SINOKOR ULSAN,2016-07-20 12:50,2016-07-20 16:00,0 days 03:10:00,0,3,3,DEPARTED
APL,CMA CGM,2016-07-21 0:15,2016-07-21 12:00,0 days 11:45:00,0,11,11,DEPARTED
CKL,SKY DUKE,2016-07-21 3:05,2016-07-21 11:00,0 days 07:55:00,0,7,7,DEPARTED
SKR,SINOKOR INCHEON,2016-07-21 8:09,2016-07-21 12:00,0 days 03:51:00,0,3,3,DEPARTED
APL,APL PHILIPPINES,2016-07-21 10:20,2016-07-21 20:00,0 days 09:40:00,0,9,9,DEPARTED
HJS,HANJIN NEW,2016-07-21 14:00,2016-07-21 22:00,0 days 08:00:00,0,8,8,DEPARTED
HAS,NOVA JST1,2016-07-21 14:10,2016-07-21 17:00,0 days 02:50:00,0,2,2,DEPARTED
APL,APL NORWAY,2016-07-21 22:10,2016-07-22 14:00,0 days 15:50:00,0,15,15,DEPARTED
SKR,HAN SE,2016-07-22 3:00,2016-07-22 6:00,0 days 03:00:00,0,3,3,DEPARTED
BLA,KATRIN S,2016-07-22 5:00,2016-07-22 16:00,0 days 11:00:00,0,11,11,DEPARTED
OOL,OOCL MEXICO,2016-07-22 10:20,2016-07-22 18:00,0 days 07:40:00,0,7,7,DEPARTED
MOL,CAPE MAGNUS,2016-07-22 16:10,2016-07-23 4:00,0 days 11:50:00,0,11,11,DEPARTED
MAE,MAYVIEW MAERSK,2016-07-22 18:25,2016-07-23 12:27,0 days 18:02:00,0,18,18,DEPARTED
APL,COLOMBO SKX,2016-07-22 22:00,2016-07-23 6:00,0 days 08:00:00,0,8,8,DEPARTED
APL,FESCO VOYAGER,2016-07-23 10:00,2016-07-23 22:00,0 days 12:00:00,0,12,12,DEPARTED
OOL,OOCL SHENZHEN,2016-07-23 10:00,2016-07-24 18:00,1 days 08:00:00,1,8,32,DEPARTED
SKR,SINOKOR ULSAN,2016-07-23 13:25,2016-07-23 16:00,0 days 02:35:00,0,2,2,DEPARTED
MAE,CLIFFORD MAERSK,2016-07-23 14:28,2016-07-24 12:03,0 days 21:35:00,0,21,21,DEPARTED
SKR,HAN SE,2016-07-24 1:00,2016-07-24 5:00,0 days 04:00:00,0,4,4,DEPARTED
APL,APL CHONGQING,2016-07-24 10:10,2016-07-24 20:00,0 days 09:50:00,0,9,9,DEPARTED
SKR,SINOKOR INCHEON,2016-07-24 14:00,2016-07-24 16:00,0 days 02:00:00,0,2,2,DEPARTED
HLC,NAGOYA EXPRESS,2016-07-24 18:15,2016-07-25 12:00,0 days 17:45:00,0,17,17,DEPARTED
MOL,ORIENTAL BRIGHT,2016-07-25 0:00,2016-07-25 10:00,0 days 10:00:00,0,10,10,DEPARTED
MOL,MOL COSMOS,2016-07-25 6:10,2016-07-25 20:00,0 days 13:50:00,0,13,13,DEPARTED
NYK,ATLANTIC ALTAIR,2016-07-25 16:20,2016-07-26 2:00,0 days 09:40:00,0,9,9,DEPARTED
SKR,KHARIS VENUS,2016-07-26 1:00,2016-07-26 4:00,0 days 03:00:00,0,3,3,DEPARTED
APL,APL ,2016-07-26 8:05,2016-07-26 18:00,0 days 09:55:00,0,9,9,DEPARTED
HAS,NOVA JST1,2016-07-26 10:05,2016-07-26 12:00,0 days 01:55:00,0,1,1,DEPARTED
MAE,MAERSK STOCKHOLM,2016-07-26 10:58,2016-07-27 2:23,0 days 15:25:00,0,15,15,DEPARTED
NYK,ANTON SCHULTE,2016-07-26 16:15,2016-07-27 12:00,0 days 19:45:00,0,19,19,DEPARTED
APL,COLOMBO SKX,2016-07-27 2:00,2016-07-27 12:00,0 days 10:00:00,0,10,10,DEPARTED
MAE,JOHANNES-S ALS,2016-07-27 8:00,2016-07-27 12:00,0 days 04:00:00,0,4,4,DEPARTED
BLA,HYUNDAI PLATINUM,2016-07-27 14:00,2016-07-28 8:00,0 days 18:00:00,0,18,18,DEPARTED
SKR,SINOKOR TIANJIN,2016-07-27 14:10,2016-07-27 20:00,0 days 05:50:00,0,5,5,DEPARTED
SKR,SINOKOR ULSAN,2016-07-27 15:30,2016-07-27 18:00,0 days 02:30:00,0,2,2,DEPARTED
SKR,SINOKOR INCHEON,2016-07-28 4:50,2016-07-28 9:00,0 days 04:10:00,0,4,4,DEPARTED
MOL,HERMANN WULFF,2016-07-28 9:15,2016-07-28 20:00,0 days 10:45:00,0,10,10,DEPARTED
MAE,MAERSK SENTOSA,2016-07-28 10:20,2016-07-28 18:08,0 days 07:48:00,0,7,7,DEPARTED
APL,APL SCOTLAND,2016-07-28 16:00,2016-07-30 4:00,1 days 12:00:00,1,12,36,DEPARTED
CKL,SKY DUKE,2016-07-28 21:30,2016-07-29 0:00,0 days 02:30:00,0,2,2,DEPARTED
SKR,HAN SE,2016-07-28 21:56,2016-07-29 2:00,0 days 04:04:00,0,4,4,DEPARTED
APL,APL CHINA,2016-07-28 22:15,2016-07-29 8:00,0 days 09:45:00,0,9,9,DEPARTED
BLA,KATRIN S,2016-07-29 2:30,2016-07-29 12:00,0 days 09:30:00,0,9,9,DEPARTED
APL,COLOMBO SKX,2016-07-30 0:10,2016-07-30 8:00,0 days 07:50:00,0,7,7,DEPARTED
MAE,MARIE MAERSK,2016-07-30 3:00,2016-07-30 20:00,0 days 17:00:00,0,17,17,DEPARTED
APL,ASIATIC DAWN,2016-07-30 4:20,2016-07-30 16:00,0 days 11:40:00,0,11,11,DEPARTED
SKR,SINOKOR ULSAN,2016-07-30 10:00,2016-07-30 12:00,0 days 02:00:00,0,2,2,DEPARTED
NYK,NYK ROMULUS,2016-07-30 10:20,2016-07-31 4:00,0 days 17:40:00,0,17,17,DEPARTED
APL,CMA CGM,2016-07-30 20:20,2016-07-31 18:00,0 days 21:40:00,0,21,21,DEPARTED
MAE,A.P.MOLLER AC2,2016-07-30 22:40,2016-07-31 20:00,0 days 21:20:00,0,21,21,DEPARTED
ZIM,ZIM ANTWERP,2016-07-31 6:15,2016-08-01 2:00,0 days 19:45:00,0,19,19,DEPARTED
SKR,HAN SE,2016-07-31 19:15,2016-07-31 23:00,0 days 03:45:00,0,3,3,DEPARTED
MOL,MOL PREMIUM,2016-07-31 22:15,2016-08-01 20:00,0 days 21:45:00,0,21,21,DEPARTED
APL,APL MIAMI,2016-08-01 2:00,2016-08-01 16:00,0 days 14:00:00,0,14,14,DEPARTED
MAE,O.M.AGARUM ALS,2016-08-01 8:00,2016-08-01 15:57,0 days 07:57:00,0,7,7,DEPARTED
HLC,FRANKFURT EXPRESS,2016-08-01 18:15,2016-08-02 10:00,0 days 15:45:00,0,15,15,DEPARTED
MAE,MAERSK SALINA,2016-08-01 18:30,2016-08-02 6:00,0 days 11:30:00,0,11,11,DEPARTED
SKR,KHARIS VENUS,2016-08-02 1:00,2016-08-02 4:00,0 days 03:00:00,0,3,3,DEPARTED
APL,APL GUAM,2016-08-02 8:00,2016-08-03 20:00,1 days 12:00:00,1,12,36,DEPARTED
HAS,NOVA JST1,2016-08-02 10:20,2016-08-02 12:00,0 days 01:40:00,0,1,1,DEPARTED
APL,APL KOREA,2016-08-02 10:50,2016-08-03 2:00,0 days 15:10:00,0,15,15,DEPARTED
MOL,MOL HOPE,2016-08-03 4:00,2016-08-03 16:00,0 days 12:00:00,0,12,12,DEPARTED
APL,COLOMBO SKX,2016-08-03 6:00,2016-08-03 12:00,0 days 06:00:00,0,6,6,DEPARTED
NYK,NORTHERN GRACE,2016-08-03 12:05,2016-08-03 22:00,0 days 09:55:00,0,9,9,DEPARTED
BLA,HYUNDAI PLATINUM,2016-08-03 14:30,2016-08-04 8:00,0 days 17:30:00,0,17,17,DEPARTED
SKR,SINOKOR ULSAN,2016-08-03 17:10,2016-08-03 20:00,0 days 02:50:00,0,2,2,DEPARTED
SKR,SINOKOR INCHEON,2016-08-04 4:00,2016-08-04 6:00,0 days 02:00:00,0,2,2,DEPARTED
CKL,SKY DUKE,2016-08-04 7:00,2016-08-04 10:00,0 days 03:00:00,0,3,3,DEPARTED
MOL,MOL SPARKLE,2016-08-04 8:00,2016-08-04 18:00,0 days 10:00:00,0,10,10,DEPARTED
APL,APL ,2016-08-04 12:00,2016-08-05 4:00,0 days 16:00:00,0,16,16,DEPARTED
MAE,MAERSK KIMI,2016-08-04 14:18,2016-08-05 2:00,0 days 11:42:00,0,11,11,DEPARTED
APL,APL HOLLAND,2016-08-04 22:15,2016-08-05 16:00,0 days 17:45:00,0,17,17,DEPARTED
SKR,HAN SE,2016-08-05 3:30,2016-08-05 6:00,0 days 02:30:00,0,2,2,DEPARTED
BLA,KATRIN S,2016-08-05 19:00,2016-08-06 4:00,0 days 09:00:00,0,9,9,DEPARTED
APL,COLOMBO SKX,2016-08-05 21:50,2016-08-06 6:00,0 days 08:10:00,0,8,8,DEPARTED
MSC,MSC CLARA,2016-08-06 0:30,2016-08-06 14:00,0 days 13:30:00,0,13,13,DEPARTED
OOL,OOCL UTAH,2016-08-06 10:15,2016-08-07 8:00,0 days 21:45:00,0,21,21,DEPARTED
APL,ASIATIC ECLIPSE,2016-08-06 10:20,2016-08-06 22:00,0 days 11:40:00,0,11,11,DEPARTED
SKR,SINOKOR ULSAN,2016-08-06 15:00,2016-08-06 18:00,0 days 03:00:00,0,3,3,DEPARTED
MAE,SOVEREIGN MAERSK,2016-08-06 16:10,2016-08-07 14:00,0 days 21:50:00,0,21,21,DEPARTED
SKR,HAN SE,2016-08-07 1:15,2016-08-07 3:30,0 days 02:15:00,0,2,2,DEPARTED
NYK,NYK DENEB,2016-08-07 6:15,2016-08-07 22:00,0 days 15:45:00,0,15,15,DEPARTED
APL,APL QINGDAO,2016-08-07 12:30,2016-08-08 2:00,0 days 13:30:00,0,13,13,DEPARTED
HLC,HYUNDAI SPLENDOR,2016-08-07 16:25,2016-08-08 6:00,0 days 13:35:00,0,13,13,DEPARTED
MOL,SIMA SADAF,2016-08-08 0:20,2016-08-08 10:00,0 days 09:40:00,0,9,9,DEPARTED
APL,APL VANCOUVER,2016-08-08 4:10,2016-08-08 20:00,0 days 15:50:00,0,15,15,DEPARTED
KKL,SAN DIEGO,2016-08-08 9:20,2016-08-09 10:00,1 days 00:40:00,1,0,24,DEPARTED
MAE,NORTHERN JAMBOREE,2016-08-08 12:42,2016-08-09 0:07,0 days 11:25:00,0,11,11,DEPARTED
HMM,HYUNDAI INTEGRAL,2016-08-08 22:30,2016-08-09 12:00,0 days 13:30:00,0,13,13,DEPARTED
SKR,KHARIS VENUS,2016-08-09 1:50,2016-08-09 5:00,0 days 03:10:00,0,3,3,DEPARTED
APL,APL SINGAPORE,2016-08-09 10:10,2016-08-09 20:00,0 days 09:50:00,0,9,9,DEPARTED
HAS,NOVA JST1,2016-08-09 11:10,2016-08-09 13:00,0 days 01:50:00,0,1,1,DEPARTED
APL,COLOMBO SKX,2016-08-10 4:00,2016-08-10 12:00,0 days 08:00:00,0,8,8,DEPARTED
SKR,SINOKOR ULSAN,2016-08-10 6:50,2016-08-10 9:00,0 days 02:10:00,0,2,2,DEPARTED
BLA,HYUNDAI PLATINUM,2016-08-10 19:00,2016-08-11 12:00,0 days 17:00:00,0,17,17,DEPARTED
SKR,SINOKOR INCHEON,2016-08-11 5:10,2016-08-11 9:00,0 days 03:50:00,0,3,3,DEPARTED
CKL,SKY DUKE,2016-08-11 6:00,2016-08-11 11:00,0 days 05:00:00,0,5,5,DEPARTED
MOL,CAPE MAGNUS,2016-08-11 8:10,2016-08-11 18:00,0 days 09:50:00,0,9,9,DEPARTED
APL,APL KOREA,2016-08-11 10:40,2016-08-12 0:00,0 days 13:20:00,0,13,13,DEPARTED
MAE,MAERSK KYRENIA,2016-08-11 14:12,2016-08-12 0:15,0 days 10:03:00,0,10,10,DEPARTED
SKR,HAN SE,2016-08-11 19:00,2016-08-11 23:00,0 days 04:00:00,0,4,4,DEPARTED
APL,APL TURKEY,2016-08-11 22:00,2016-08-12 14:00,0 days 16:00:00,0,16,16,DEPARTED
DJS,DONGJIN TOKUYAMA,2016-08-12 4:00,2016-08-12 6:00,0 days 02:00:00,0,2,2,DEPARTED
BLA,KATRIN S,2016-08-12 13:00,2016-08-12 22:00,0 days 09:00:00,0,9,9,DEPARTED
MSC,MSC OSCAR,2016-08-12 16:10,2016-08-13 8:00,0 days 15:50:00,0,15,15,DEPARTED
APL,COLOMBO SKX,2016-08-12 21:50,2016-08-14 0:00,1 days 02:10:00,1,2,26,DEPARTED
OOL,OOCL LONG,2016-08-13 7:50,2016-08-14 4:00,0 days 20:10:00,0,20,20,DEPARTED
MAE,SINE MAERSK,2016-08-13 12:15,2016-08-14 14:00,1 days 01:45:00,1,1,25,DEPARTED
APL,FESCO VOYAGER,2016-08-13 14:00,2016-08-14 3:00,0 days 13:00:00,0,13,13,DEPARTED
SKR,SINOKOR ULSAN,2016-08-14 1:00,2016-08-14 4:00,0 days 03:00:00,0,3,3,DEPARTED
SKR,SINOKOR INCHEON,2016-08-14 8:00,2016-08-14 10:00,0 days 02:00:00,0,2,2,DEPARTED
ZIM,ZIM ROTTERDAM,2016-08-14 12:10,2016-08-15 6:00,0 days 17:50:00,0,17,17,DEPARTED
SKR,HAN SE,2016-08-14 15:00,2016-08-14 18:00,0 days 03:00:00,0,3,3,DEPARTED
HLC,VIENNA EXPRESS,2016-08-14 16:10,2016-08-15 8:00,0 days 15:50:00,0,15,15,DEPARTED
APL,APL COLUMBUS,2016-08-14 22:00,2016-08-15 12:00,0 days 14:00:00,0,14,14,DEPARTED
MOL,ORIENTAL BRIGHT,2016-08-15 10:05,2016-08-15 20:00,0 days 09:55:00,0,9,9,DEPARTED
MOL,PAXI ALX,2016-08-15 10:30,2016-08-16 8:00,0 days 21:30:00,0,21,21,DEPARTED
MAE,MAERSK SAVANNAH,2016-08-15 14:30,2016-08-16 4:00,0 days 13:30:00,0,13,13,DEPARTED
SKR,KHARIS VENUS,2016-08-15 21:00,2016-08-16 3:00,0 days 06:00:00,0,6,6,DEPARTED
HLC,VERMONT TRADER,2016-08-16 6:30,2016-08-16 16:00,0 days 09:30:00,0,9,9,DEPARTED
APL,APL THAILAND,2016-08-16 10:00,2016-08-16 22:00,0 days 12:00:00,0,12,12,DEPARTED
HAS,NOVA JST1,2016-08-16 10:00,2016-08-16 12:00,0 days 02:00:00,0,2,2,DEPARTED
APL,APL GUAM,2016-08-16 14:00,2016-08-18 0:00,1 days 10:00:00,1,10,34,DEPARTED
MAE,NICOLAI MAERSK,2016-08-17 8:20,2016-08-17 14:00,0 days 05:40:00,0,5,5,DEPARTED
SKR,SINOKOR ULSAN,2016-08-17 11:00,2016-08-17 13:00,0 days 02:00:00,0,2,2,DEPARTED
APL,COLOMBO SKX,2016-08-17 16:00,2016-08-18 0:00,0 days 08:00:00,0,8,8,DEPARTED
BLA,HYUNDAI PLATINUM,2016-08-17 18:00,2016-08-18 6:00,0 days 12:00:00,0,12,12,DEPARTED
